"Title","Description","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass","RDataPath","ResourceName","Tags"
"Ensembl 113 EnsDb for Sus scrofa","Gene and protein annotations for Sus scrofa based on Ensembl version 113.","3.20","USMARCv1.0","ensembl","http://www.ensembl.org","113","Sus scrofa","9823",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Sscrofa_usmarc.v113.sqlite","EnsDb.Sscrofa_usmarc.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Sus scrofa","Gene and protein annotations for Sus scrofa based on Ensembl version 113.","3.20","minipig_v1.0","ensembl","http://www.ensembl.org","113","Sus scrofa","9823",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Sscrofa_wuzhishan.v113.sqlite","EnsDb.Sscrofa_wuzhishan.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Sus scrofa","Gene and protein annotations for Sus scrofa based on Ensembl version 113.","3.20","Sscrofa11.1","ensembl","http://www.ensembl.org","113","Sus scrofa","9823",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Sscrofa.v113.sqlite","EnsDb.Sscrofa.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Suricata suricatta","Gene and protein annotations for Suricata suricatta based on Ensembl version 113.","3.20","meerkat_22Aug2017_6uvM2_HiC","ensembl","http://www.ensembl.org","113","Suricata suricatta","37032",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Ssuricatta.v113.sqlite","EnsDb.Ssuricatta.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Salmo trutta","Gene and protein annotations for Salmo trutta based on Ensembl version 113.","3.20","fSalTru1.1","ensembl","http://www.ensembl.org","113","Salmo trutta","8032",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Strutta.v113.sqlite","EnsDb.Strutta.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Sciurus vulgaris","Gene and protein annotations for Sciurus vulgaris based on Ensembl version 113.","3.20","mSciVul1.1","ensembl","http://www.ensembl.org","113","Sciurus vulgaris","55149",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Svulgaris.v113.sqlite","EnsDb.Svulgaris.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Tupaia belangeri","Gene and protein annotations for Tupaia belangeri based on Ensembl version 113.","3.20","TREESHREW","ensembl","http://www.ensembl.org","113","Tupaia belangeri","37347",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Tbelangeri.v113.sqlite","EnsDb.Tbelangeri.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Theropithecus gelada","Gene and protein annotations for Theropithecus gelada based on Ensembl version 113.","3.20","Tgel_1.0","ensembl","http://www.ensembl.org","113","Theropithecus gelada","9565",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Tgelada.v113.sqlite","EnsDb.Tgelada.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Taeniopygia guttata","Gene and protein annotations for Taeniopygia guttata based on Ensembl version 113.","3.20","bTaeGut1_v1.p","ensembl","http://www.ensembl.org","113","Taeniopygia guttata","59729",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Tguttata.v113.sqlite","EnsDb.Tguttata.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Tetraodon nigroviridis","Gene and protein annotations for Tetraodon nigroviridis based on Ensembl version 113.","3.20","TETRAODON8","ensembl","http://www.ensembl.org","113","Tetraodon nigroviridis","99883",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Tnigroviridis.v113.sqlite","EnsDb.Tnigroviridis.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Takifugu rubripes","Gene and protein annotations for Takifugu rubripes based on Ensembl version 113.","3.20","fTakRub1.2","ensembl","http://www.ensembl.org","113","Takifugu rubripes","31033",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Trubripes.v113.sqlite","EnsDb.Trubripes.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Tursiops truncatus","Gene and protein annotations for Tursiops truncatus based on Ensembl version 113.","3.20","turTru1","ensembl","http://www.ensembl.org","113","Tursiops truncatus","9739",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Ttruncatus.v113.sqlite","EnsDb.Ttruncatus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Ursus americanus","Gene and protein annotations for Ursus americanus based on Ensembl version 113.","3.20","ASM334442v1","ensembl","http://www.ensembl.org","113","Ursus americanus","9643",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Uamericanus.v113.sqlite","EnsDb.Uamericanus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Ursus maritimus","Gene and protein annotations for Ursus maritimus based on Ensembl version 113.","3.20","UrsMar_1.0","ensembl","http://www.ensembl.org","113","Ursus maritimus","29073",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Umaritimus.v113.sqlite","EnsDb.Umaritimus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Urocitellus parryii","Gene and protein annotations for Urocitellus parryii based on Ensembl version 113.","3.20","ASM342692v1","ensembl","http://www.ensembl.org","113","Urocitellus parryii","9999",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Uparryii.v113.sqlite","EnsDb.Uparryii.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Ursus thibetanus thibetanus","Gene and protein annotations for Ursus thibetanus thibetanus based on Ensembl version 113.","3.20","ASM966005v1","ensembl","http://www.ensembl.org","113","Ursus thibetanus thibetanus","441215",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Uthibetanus_thibetanus.v113.sqlite","EnsDb.Uthibetanus_thibetanus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Varanus komodoensis","Gene and protein annotations for Varanus komodoensis based on Ensembl version 113.","3.20","ASM479886v1","ensembl","http://www.ensembl.org","113","Varanus komodoensis","61221",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Vkomodoensis.v113.sqlite","EnsDb.Vkomodoensis.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Vicugna pacos","Gene and protein annotations for Vicugna pacos based on Ensembl version 113.","3.20","vicPac1","ensembl","http://www.ensembl.org","113","Vicugna pacos","30538",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Vpacos.v113.sqlite","EnsDb.Vpacos.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Vombatus ursinus","Gene and protein annotations for Vombatus ursinus based on Ensembl version 113.","3.20","bare-nosed_wombat_genome_assembly","ensembl","http://www.ensembl.org","113","Vombatus ursinus","29139",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Vursinus.v113.sqlite","EnsDb.Vursinus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Vulpes vulpes","Gene and protein annotations for Vulpes vulpes based on Ensembl version 113.","3.20","VulVul2.2","ensembl","http://www.ensembl.org","113","Vulpes vulpes","9627",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Vvulpes.v113.sqlite","EnsDb.Vvulpes.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Xiphophorus couchianus","Gene and protein annotations for Xiphophorus couchianus based on Ensembl version 113.","3.20","Xiphophorus_couchianus-4.0.1","ensembl","http://www.ensembl.org","113","Xiphophorus couchianus","32473",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Xcouchianus.v113.sqlite","EnsDb.Xcouchianus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Xiphophorus maculatus","Gene and protein annotations for Xiphophorus maculatus based on Ensembl version 113.","3.20","X_maculatus-5.0-male","ensembl","http://www.ensembl.org","113","Xiphophorus maculatus","8083",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Xmaculatus.v113.sqlite","EnsDb.Xmaculatus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Xenopus tropicalis","Gene and protein annotations for Xenopus tropicalis based on Ensembl version 113.","3.20","UCB_Xtro_10.0","ensembl","http://www.ensembl.org","113","Xenopus tropicalis","8364",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Xtropicalis.v113.sqlite","EnsDb.Xtropicalis.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Zonotrichia albicollis","Gene and protein annotations for Zonotrichia albicollis based on Ensembl version 113.","3.20","Zonotrichia_albicollis-1.0.1","ensembl","http://www.ensembl.org","113","Zonotrichia albicollis","44394",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Zalbicollis.v113.sqlite","EnsDb.Zalbicollis.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Zalophus californianus","Gene and protein annotations for Zalophus californianus based on Ensembl version 113.","3.20","mZalCal1.pri","ensembl","http://www.ensembl.org","113","Zalophus californianus","9704",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Zcalifornianus.v113.sqlite","EnsDb.Zcalifornianus.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
"Ensembl 113 EnsDb for Zosterops lateralis melanops","Gene and protein annotations for Zosterops lateralis melanops based on Ensembl version 113.","3.20","ASM128173v1","ensembl","http://www.ensembl.org","113","Zosterops lateralis melanops","1220523",TRUE,"Ensembl","Johannes Rainer <johannes.rainer@eurac.edu>","EnsDb","EnsDb","AHEnsDbs/v113/EnsDb.Zlateralis_melanops.v113.sqlite","EnsDb.Zlateralis_melanops.v113.sqlite","EnsDb:Ensembl:Gene:Transcript:Protein:Annotation:113"
